2154;What are common concamitant infections during the course of influenza infection?;O que são infecções concamitantes comuns durante o curso da infecção por influenza?;human rhinovirus (hRV), respiratory syncytial virus, adenovirus, human coronavirus, human metapneumovirus and parainfluenza virus;rinovírus humano (hRV), vírus sincicial respiratório, adenovírus, coronavírus humano, metapneumovírus humano e vírus parainfluenza
2155;What is the anti-viral mechanism of action for carrageenan?;Qual é o mecanismo de ação antiviral da carragenina?;"The antiviral mechanism of carrageenan is based on the interference with viral attachment; as a consequence, viral entry is inhibited ";"O mecanismo antiviral da carragenina é baseado na interferência na ligação viral; como conseqüência, a entrada viral é inibida"
2156;What is the hypothetical mechanical benefit for carageenan in preventing and treating upper respiratory infections?;Qual é o benefício mecânico hipotético da carragenina na prevenção e tratamento de infecções respiratórias superiores?;a protective physical barrier in the nasal cavity;uma barreira física protetora na cavidade nasal
2157;What is carageenan?;O que é carragenina?;a high molecular weight sulfated polymer derived from red seaweed (Rhodophyceae) that has been extensively used in food, cosmetic and pharmaceutical industry and is generally recognized as safe by the FDA ;um polímero sulfatado de alto peso molecular derivado de alga vermelha (Rhodophyceae) que tem sido amplamente utilizado na indústria alimentícia, cosmética e farmacêutica e é geralmente reconhecido como seguro pelo FDA
2158;What is the recovery benefit of carageenan in patients with any respiratory virus?;Qual é o benefício de recuperação da carragenina em pacientes com algum vírus respiratório?;1.9 day faster recovery from common cold symptoms than placebo treated patients in the intention-to-treat population;Recuperação 1,9 dias mais rápida de sintomas de resfriado comum do que pacientes tratados com placebo na população com intenção de tratar
2159;What is the anti-influenza benefit of carageenan?;Qual é o benefício anti-influenza da carragenina?;anti-influenza activity was shown by subgroup analysis of 49 influenza infected patients who benefited from a 3.3 days faster recovery from symptoms;A atividade anti-influenza foi demonstrada pela análise de subgrupos de 49 pacientes infectados por influenza que se beneficiaram de uma recuperação mais rápida de 3,3 dias dos sintomas
2160;What is the association between influenza viral load and carageenan?;Qual é a associação entre carga viral da influenza e carragenina?;a significant reduction of the influenza viral load in nasal fluids and a significant increase in the number of virus free patients within the treatment period of 7 days;uma redução significativa da carga viral da influenza nos líquidos nasais e um aumento significativo no número de pacientes livres de vírus no período de tratamento de 7 dias
2163;Is Oseltamivir effective when taken intranasally?;O oseltamivir é eficaz quando tomado por via intranasal?;In contrast to Oseltamivir, which needs to be activated by metabolic conversion, Zanamivir is directly applied as active drug and can also be administered intranasally;Ao contrário do oseltamivir, que precisa ser ativado pela conversão metabólica, o zanamivir é aplicado diretamente como medicamento ativo e também pode ser administrado por via intranasal.
2164;What is the effect of intranasal Zanamivir on laboratory confirmed infleunza infection?;Qual é o efeito do Zanamivir intranasal na infecção por influenza confirmada em laboratório?;challenge trials showed that treatment starting before and up to 36 hours post virus inoculation was associated with prevention of laboratory confirmed influenza and febrile illness as well as a reduction in viral titers, duration of shedding and symptoms;Os ensaios de desafio mostraram que o tratamento iniciado antes e até 36 horas após a inoculação do vírus estava associado à prevenção de influenza e doença febril confirmadas em laboratório, além de uma redução nos títulos virais, duração do derramamento e sintomas
2165;Do carageenan and Zanamivir delivered intranasally have a benefit when taken for influenza subtype H7N7 infection?;O carageenano e o zanamivir administrados por via intranasal têm um benefício quando tomados para a infecção pelo subtipo H7N7 da gripe?;the combination of two effective, established mono-therapies resulted in a significantly enhanced survival in lethally H7N7 infected mice;a combinação de duas monoterapias eficazes e estabelecidas resultou em uma sobrevivência significativamente aprimorada em camundongos infectados com H7N7
2166;Do carageenan and Zanamivir delivered intranasally have a benefit when taken for influenza subtype H1N1 infection?;O carageenano e o zanamivir administrados por via intranasal têm um benefício quando tomados para a infecção pelo subtipo H1N1 da gripe?;carrageenan and Zanamivir starting 72 hpi significantly protects lethally influenza H1N1(09)pdm infected mice;carragena e zanamivir a partir de 72 hpi protegem significativamente camundongos infectados letalmente por influenza H1N1 (09) pdm
2179;Is there a dose-dependent response to carageenan and Zanamavir intranasal therapy?;Existe uma resposta dependente da dose à terapia intranasal de carragenina e zanamivir?;While H1N1(09)pdm was highly sensitive to inhibition by both substances alone, H7N7 required much higher concentrations of carrageenan and Zanamivir, respectively, to achieve similar inhibition efficiencies;Enquanto o H1N1 (09) pdm foi altamente sensível à inibição por ambas as substâncias isoladamente, o H7N7 exigiu concentrações muito mais altas de carragenina e zanamivir, respectivamente, para obter eficiências de inibição semelhantes
2180;Do carageenan and Zanamavir together have a greater benefit than either in monotherapy?;A carragenina e o zanamivir juntos têm um benefício maior do que em monoterapia?;the H1N1(09)pdm model the combination of carrageenan with 1 mg/kg BW/day Zanamivir showed statistically significant enhanced survival in comparison to placebo treatment even after a treatment start 72 hpi;o modelo H1N1 (09) pdm, a combinação de carragenina com 1 mg / kg de peso corporal / dia de zanamivir mostrou sobrevida aumentada estatisticamente significativa em comparação com o tratamento com placebo, mesmo após o início do tratamento 72 hpi
2182;Did the use of carageenan play a role in pandemic's caused by novel viruses?;O uso de carragenina teve algum papel em pandemias causadas por novos vírus?;A second scope of this combination is the protection against newly emerging pandemic viruses during the time until identification of the virus followed by manufacturing and distribution of vaccines;Um segundo escopo dessa combinação é a proteção contra vírus pandêmicos emergentes recentemente, até a identificação do vírus, seguida pela fabricação e distribuição de vacinas.
4101;How was ILI defined?;Como foi definido o ILI?;as a sudden onset of fever more than 38 degrees Celsius and cough, associated or not with other symptoms such as breathing difficulty, headache, etc. ;como um início repentino de febre acima de 38 graus Celsius e tosse, associado ou não a outros sintomas, como dificuldade respiratória, dor de cabeça etc.
4104;What is this assay based on?;Em que esse teste se baseia?;on the multiplex ligation-dependent probe amplification (MLPA) technology.;na tecnologia de amplificação da sonda dependente de ligação multiplex (MLPA).
4102;How was random sampling performed?;Como foi realizada a amostragem aleatória?; with Excel 1 using the anonymized surveillance database of the Cire OI. The sampling frame contained identification number of swab assigned by Cire OI, laboratory identification number, sex, age, date of onset of symptoms, date of swab collection and result of influenza RT-PCR.;no Excel 1 usando o banco de dados de vigilância anônima do Cire OI. A estrutura de amostragem continha o número de identificação do swab designado pelo Cire OI, número de identificação do laboratório, sexo, idade, data de início dos sintomas, data da coleta do swab e resultado da influenza RT-PCR.
4103;What used to detect pathogens?;O que costumava detectar patógenos?; Respifinder 1 Smart 22 kits a multiplex RT-PCR (PathoFinder, Maastricht, The Netherlands) which can detect 22 respiratory pathogens. ;O Respifinder 1 Smart 22 fornece um RT-PCR multiplex (PathoFinder, Maastricht, Países Baixos) que pode detectar 22 patógenos respiratórios.
4033;What does the retrospective study use?;O que o estudo retrospectivo usa?;nasal swabs collected by sentinel GPs from ILI patients in 2011 and 2012.;swabs nasais coletados por GP sentinela de pacientes com ILI em 2011 e 2012.
4034;How many swabs were randomly selected and analyzed?;Quantos swabs foram selecionados e analisados ​​aleatoriamente?;250 ;250
4035;How were the swabs analyzed?;Como os swabs foram analisados?; by multiplex reverse transcriptase polymerase chain reaction (RT-PCR) including research of 18 viruses and 4 bacteria.;por reação em cadeia da polimerase por transcriptase reversa multiplexa (RT-PCR) incluindo pesquisa de 18 vírus e 4 bactérias.
4037;What viruses were detected?;Quais vírus foram detectados?;respiratory viruses in 169/222 (76.1%) samples, mostly rhinovirus (23.4%), influenza A virus (21.2%), influenza B virus (12.6%), coronavirus (4.9%) and Human metapneumovirus (3.6%). ;vírus respiratórios em 169/222 (76,1%) amostras, principalmente rinovírus (23,4%), vírus influenza A (21,2%), vírus influenza B (12,6%), coronavírus (4,9%) e metapneumovírus humano (3,6%).
4038;What co-infections were found?;Quais co-infecções foram encontradas?;Nine swabs (5.3% of positive swabs) revealed co-infections with two viruses identified, among which six concerned co-infections with influenza viruses.;Nove swabs (5,3% dos swabs positivos) revelaram coinfecções com dois vírus identificados, dentre os quais seis eram coinfecções por vírus influenza.
4039;What seasonal differences were found?;Que diferenças sazonais foram encontradas?;"seasonal differences, with circulation of Human Metapneumoviruses, RSV A and B and coronavirus only during summer; whereas parainfluenza viruses were identified only during winter.";"diferenças sazonais, com circulação de metapneumovírus humanos, RSV A e B e coronavírus apenas durante o verão; enquanto que os vírus parainfluenza foram identificados apenas durante o inverno."
4040;What does the study highlight?;O que o estudo destaca?; a substantial circulation of multiple respiratory pathogens in Réunion Island throughout the year. I;uma circulação substancial de vários patógenos respiratórios na Ilha da Reunião ao longo do ano. Eu
4041;What does the study show?;O que mostra o estudo?;that ILI are not only attributable to influenza and underlines the need for biological surveillance. As the use of multiplex RT-PCR showed its efficacy, it is now used routinely in the surveillance of ILI.;que o ILI não é apenas atribuído à gripe e sublinha a necessidade de vigilância biológica. Como o uso do RT-PCR multiplex mostrou sua eficácia, agora é usado rotineiramente na vigilância de ILI.
4042;Which are identified  as major viruses mostly responsible for ILI and pneumonia in several studies?;Quais são os principais vírus identificados como responsáveis ​​por ILI e pneumonia em vários estudos?;Influenza viruses, Respiratory Syncytial viruses (RSV) and Parainfluenza viruses;Vírus influenza, vírus sincicial respiratório (RSV) e vírus parainfluenza
4087;What percentage of these infections are identified?;Qual a porcentagem dessas infecções identificadas?;less than 50%;menos de 50%
4088;What is Reunion Island?;O que é a Ilha da Reunião?; a French overseas territory;um território ultramarino francês
4089;What is the number of inhabitants of Reunion Island?;Qual é o número de habitantes da Ilha da Reunião?; 850,000;850.000
4090;Where is Reunion Island located?;Onde está localizada a Ilha da Reunião?;n the southern hemisphere between Madagascar and Mauritius in the Indian Ocean (Latitude: 21°05.2920 S Longitude: 55°36.4380 E.);no hemisfério sul entre Madagascar e Maurício no Oceano Índico (Latitude: 21 ° 05.2920 S Longitude: 55 ° 36.4380 E.)
4091;What is the island's health care system similar  to?;Como é o sistema de saúde da ilha?; to mainland France and epidemiological surveillance has been developed by the regional office of the French Institute for Public Health Surveillance (Cire OI), based on the surveillance system of mainland France;para a França continental e a vigilância epidemiológica foi desenvolvida pelo escritório regional do Instituto Francês de Vigilância em Saúde Pública (Cire OI), com base no sistema de vigilância da França continental
4092;When does influenza activity increase?;Quando a atividade da gripe aumenta?; during austral winter, corresponding to summer in Europe;durante o inverno austral, correspondente ao verão na Europa
4093;When does the  influenza vaccination campaign in Reunion Island start?;Quando começa a campanha de vacinação contra a gripe na Ilha da Reunião?;April ;abril
4094;What is the  clinical and biological influenza surveillance has been based on?;Em que baseou-se a vigilância clínica e biológica da influenza?;a sentinel practitioner's network;rede de um praticante sentinela
4095;What is this network composed of?;De que é composta essa rede?;58 general practitioners (GPs) spread over the island and represented around 7% of all Réunion Island GPs.;58 médicos de clínica geral (GP) espalharam-se pela ilha e representaram cerca de 7% de todos os GP da ilha da Reunião.
4096;How are the influenza tests carried out?;Como são realizados os testes de influenza?; Nasal swabs are randomly collected all along the year and are tested by RT-PCR for influenza viruses;As zaragatoas nasais são coletadas aleatoriamente durante todo o ano e são testadas por RT-PCR para vírus influenza
4097;What do 40-50% of the samples test positive for?;Para que 40-50% das amostras são positivas?; for influenza A virus, A(H1N1)pdm09 or B virus;para vírus influenza A, vírus A (H1N1) pdm09 ou B
4098;What are the ILI samples wich test negative for influence?;Quais são as amostras de ILI com teste negativo para influência?;are of unknown etiology;são de etiologia desconhecida
4099;What tool has been developed to identify several viruses simultaneously?;Qual ferramenta foi desenvolvida para identificar vários vírus simultaneamente?;, multiplex reverse transcriptase polymerase chain reaction (RT-PCR) ;, reação em cadeia da polimerase da transcriptase reversa multiplexa (RT-PCR)
4100;What are the objectives of the study?;Quais são os objetivos do estudo?;to characterize respiratory pathogens responsible for ILI consultations in sentinel GPs in 2011 and 2012. Secondary objectives were to highlight seasonal trends on respiratory pathogens circulation and to describe occurrence of co-infections, especially during the flu season.;caracterizar patógenos respiratórios responsáveis ​​pelas consultas de ILI nos GPs sentinela em 2011 e 2012. Os objetivos secundários foram destacar tendências sazonais na circulação de patógenos respiratórios e descrever a ocorrência de co-infecções, especialmente durante a temporada de gripe.
4105;On which system the reverse transcription and preamplification steps were performed?;Em qual sistema foram executadas as etapas de transcrição reversa e pré-amplificação?;on the epgradient Mastercycler 1 (Eppendorf) and the hybridization, ligation and detection steps on the LightCycler 1 480 system (Roche Applied Science).;no epgradiente Mastercycler 1 (Eppendorf) e nas etapas de hibridação, ligação e detecção no sistema LightCycler 1 480 (Roche Applied Science).
4106;Which two seasons were identified for trends in virus circulation??;Quais foram as duas estações do ano identificadas para tendências na circulação de vírus?;winter season during weeks 23 to 39 between June and September and summer season during the rest of the year.;temporada de inverno nas semanas 23 a 39 entre junho e setembro e temporada de verão durante o resto do ano.
4107;Which were the most frequently identified respiratory pathogens?;Quais foram os patógenos respiratórios mais frequentemente identificados?; rhinovirus (23.4%), influenza A not H1N1 (21.2%) and influenza B (12.6%) ;rinovírus (23,4%), influenza A não H1N1 (21,2%) e influenza B (12,6%)
4108;What were detected  only in summer?;O que foi detectado apenas no verão?;Human Metapneumovirus, RSV A and B, and influenza A(H1N1)pdm09;Metapneumovírus humano, RSV A e B e influenza A (H1N1) pdm09
4109;What viruses were identified only in winter?;Quais vírus foram identificados apenas no inverno?;Parainfluenza 1,2 and 4 viruses;Vírus parainfluenza 1,2 e 4
4111;Respiratory viral pathogens were present in what percentage of samples?;Patógenos virais respiratórios estavam presentes em qual porcentagem de amostras?;76.1;76,1
4112;What did the study highlight?;O que o estudo destacou?;several co-infections, showing that concomitant the multiple etiology of ILI;co-infecções, mostrando que concomitante a etiologia múltipla do ILI
4113;How many swabs remained without etiology?;Quantas zaragatoas permaneceram sem etiologia?; 53 swabs, representing 24% of the sample;53 zaragatoas, representando 24% da amostra
4114;What hypotheses can explain this result?;Que hipóteses podem explicar esse resultado?; a poor quality of swabs, preventing from identifying a pathogen, noninfectious causes or other pathogens not included in the multiplex PCR.;baixa qualidade dos swabs, impedindo a identificação de um patógeno, causas não infecciosas ou outros patógenos não incluídos no PCR multiplex.
4115;What could not be tested  for?;O que não pôde ser testado?;RNAse P, a marker of human cells,;RNAse P, um marcador de células humanas,
4116;What does this study highlight?;O que esse estudo destaca?; circulation of multiple pathogens in Réunion Island throughout the year.;circulação de vários patógenos na Ilha da Reunião ao longo do ano.
4117;What does the  study show?;O que mostra o estudo?;that ILI is not specific to influenza and so it is essential to have biological results in order to establish the differential diagnosis and thus explain the etiology of symptoms.;que o ILI não é específico da influenza e, portanto, é essencial ter resultados biológicos para estabelecer o diagnóstico diferencial e, assim, explicar a etiologia dos sintomas.
4118;What would be interesting to do?;O que seria interessante fazer?;to repeat this study every 3 or 5 years adding clinical data to monitor the evolution of respiratory pathogens in Réunion Island over time.;repetir este estudo a cada 3 ou 5 anos, adicionando dados clínicos para monitorar a evolução de patógenos respiratórios na Ilha da Reunião ao longo do tempo.
3593;What  is it most similar to?;O que é mais parecido?;bat beta-coronaviruses, with the highest being >96% identity ;beta-coronavírus de morcego, sendo o mais alto> 96% de identidade
3589;How many people were affected as of Feb. 10, 2020?;Quantas pessoas foram afetadas em 10 de fevereiro de 2020?;greater than 40,000;maior que 40.000
3590;How is the SARS-CoV-2 referred to?;Como é referido o SARS-CoV-2?; as coronavirus disease discovered in 2019 (COVID-19);como doença do coronavírus descoberta em 2019 (COVID-19)
3592;How much  similarity the SARS-COV-2 genome sequence has with SARS-COV?;Quanta semelhança a sequência do genoma SARS-COV-2 tem com SARS-COV?;∼80% identity with SARS-CoV;∼80% de identidade com SARS-CoV
3594;what similarity human SARS-COV and palm civet SARSlike COV share?;que semelhança entre SARS-COV humano e palm civet como SARV semelhante ao COV?; 99.8% homology, with a total of 202 single-nucleotide (nt) variations (SNVs) identified across the genome ;99,8% de homologia, com um total de 202 variações de nucleotídeo único (nt) (SNVs) identificadas no genoma
3595;How much is the difference between the human SARS-CoV-2 and the bat RaTG13-CoV?;Qual é a diferença entre o SARS-CoV-2 humano e o morcego RaTG13-CoV?;greater than 1,100 nt ;superior a 1.100 nt
3596;Why is it highly unlikely that RaTG13 CoV is the immediate source of SARS-CoV-2. ;Por que é altamente improvável que o RaTG13 CoV seja a fonte imediata do SARS-CoV-2.;are distributed throughout the genome in a naturally occurring pattern following the evolutionary characteristics typical of CoVs;são distribuídos por todo o genoma em um padrão que ocorre naturalmente, seguindo as características evolutivas típicas dos CoVs
3597;What are the most revealing signs that SARS-CoV-2 evolved by natural evolution. ;Quais são os sinais mais reveladores de que o SARS-CoV-2 evoluiu pela evolução natural.;The absence of a logical targeted pattern in the new viral sequences and a close relative in a wildlife species (bat;A ausência de um padrão lógico direcionado nas novas seqüências virais e de um parente próximo em uma espécie de vida selvagem (morcego
3598;What did the Nature Medicine paper report?;O que o artigo da Nature Medicine relatou?;the construction of a chimeric CoV with a bat CoV S gene (SHC014) in the backbone of a SARS CoV that has adapted to infect mice (MA15) and is capable of infecting human cells;a construção de um CoV quimérico com um gene CoV S de morcego (SHC014) na espinha dorsal de um SARS CoV adaptado para infectar camundongos (MA15) e capaz de infectar células humanas
3599;Why does the claim lack any scientific  basis?;Por que a alegação carece de base científica?; because of significant divergence in the genetic sequence of this construct with the new SARS-CoV-2 (>5,000 nucleotides).;devido a divergência significativa na sequência genética desta construção com o novo SARS-CoV-2 (> 5.000 nucleotídeos).
3600;How was the mouse-adapted SARS virus (MA15) generated?;Como foi gerado o vírus SARS adaptado ao mouse (MA15)?;by serial passage of an infectious wildtype SARS CoV clone in the respiratory tract of BALB/c mice.;por passagem em série de um clone infeccioso de SARS CoV infeccioso no trato respiratório de camundongos BALB / c.
3601;How did  the SARS-CoV gain elevated replication and lung pathogenesis in aged mice ?;Como o SARS-CoV obteve replicação elevada e patogênese pulmonar em camundongos idosos?;due to six coding genetic mutations associated with mouse adaptation. ;devido a seis mutações genéticas codificantes associadas à adaptação do mouse.
3602;Why is it likely that MA15 is highly attenuated to  replicate in human cells?;Por que é provável que o MA15 seja altamente atenuado para se replicar nas células humanas?;due to the mouse adaptation.;devido à adaptação do mouse.
3604;Why were civets proposed to be an intermediate host of the bat-CoVs, capable of spreading SARS CoV to humans?;Por que os civets foram propostos para serem um host intermediário dos Co-morcegos, capazes de espalhar o SARS CoV para os seres humanos?;t was proposed that the S gene from bat-derived CoV, unlike that from human patients-or civetsderived viruses, was unable to use human ACE2 as a receptor for entry into human cells ;Foi proposto que o gene S do CoV derivado de morcego, diferentemente do de pacientes humanos ou vírus derivados da civilização, não era capaz de usar a ACE2 humana como um receptor para entrada nas células humanas
3605;What was the finding  in 2013?;Qual foi a constatação em 2013?;several novel bat coronaviruses were isolated from Chinese horseshoe bats and the bat SARS-like or SL-CoV-WIV1 was able to use ACE2 from humans, civets and Chinese horseshoe bats for entry ;vários novos coronavírus de morcegos foram isolados de morcegos-ferradura chineses eo SARS-like ou SL-CoV-WIV1 foi capaz de usar o ACE2 de humanos, civetas e morcegos-ferradura chineses para entrada
3606; Why is it proposed that some bat SL-CoVs may be able to directly infect human hosts?;Por que é proposto que alguns SL-CoVs de morcego possam infectar diretamente hospedeiros humanos?;Combined with evolutionary evidence that the bat ACE2 gene has been positively selected at the same contact sites as the human ACE2 gene for interacting with SARS CoV [;Combinado com evidências evolutivas de que o gene morcego ACE2 foi selecionado positivamente nos mesmos locais de contato que o gene humano ACE2 para interagir com SARS CoV [
3607;What was done to test if  an intermediate host may not be necessary and that some bat SL-CoVs may be able to directly infect human hosts. T;O que foi feito para testar se um host intermediário pode não ser necessário e que alguns SL-CoVs de morcego podem infectar diretamente hospedeiros humanos. T; the exact S gene from bat coronavirus SL-SHC014 was synthesized and used to generate a chimeric virus in the mouse adapted MA15 SARS-CoV backbone. ;o gene S exato do coronavírus de morcego SL-SHC014 foi sintetizado e usado para gerar um vírus quimérico no backbone MA15 SARS-CoV adaptado ao mouse.
3608;What were the results of this test?;Quais foram os resultados deste teste?;The resultant SL-SHC014-MA15 virus could indeed efficiently use human ACE2 and replicate in primary human airway cells to similar titres as epidemic strains of SARS-CoV. While SL-SHC014-MA15 can replicate efficiently in young and aged mouse lungs, infection was attenuated, and less virus antigen was present in the airway epithelium as compared to SARS MA15, which causes lethal outcomes in aged mice;O vírus SL-SHC014-MA15 resultante poderia de fato usar eficientemente a ACE2 humana e replicar-se em células primárias das vias aéreas humanas com títulos semelhantes aos das cepas epidêmicas de SARS-CoV. Embora o SL-SHC014-MA15 possa se replicar com eficiência em pulmões de ratos jovens e idosos, a infecção foi atenuada e menos antígeno viral estava presente no epitélio das vias aéreas em comparação com o SARS MA15, que causa resultados letais em ratos idosos
3609;Why were experiments with SL-SHC014-MA15 chimeric virus were later restricted?;Por que as experiências com o vírus quimérico SL-SHC014-MA15 foram mais tarde restringidas?;as gain of function (GOF) studies under the US government-mandated pause policy ;estudos de ganho de função (GOF) sob a política de pausa exigida pelo governo dos EUA
3610;Why is there  no credible evidence to support the claim that the SARS-CoV-2 is derived from the chimeric SL-SHC014-MA15 virus?;Por que não há evidências confiáveis ​​para sustentar a alegação de que o SARS-CoV-2 é derivado do vírus quimérico SL-SHC014-MA15?;upon careful phylogenetic analyses by multiple international groups [5, 14] , the SARS-CoV-2 is undoubtedly distinct from SL-SHC014-MA15, with >6,000 nucleotide differences across the whole genome.;após cuidadosas análises filogenéticas por vários grupos internacionais [5, 14], o SARS-CoV-2 é indubitavelmente distinto do SL-SHC014-MA15, com> 6.000 diferenças de nucleotídeos em todo o genoma.
3611;What did the rumour that the virus was made by humans in the lab, claim?;Qual foi o boato de que o vírus foi produzido por humanos no laboratório?;that SARS-CoV-2 has HIV sequence in it and was thus likely generated in the laboratory. I;que o SARS-CoV-2 possui sequência de HIV e, portanto, provavelmente foi gerado em laboratório. Eu
3612;What was reported in  a rebuttal paper led by an HIV-1 virologist Dr. Feng Gao?;O que foi relatado em um artigo de refutação liderado por um virologista do HIV-1, Dr. Feng Gao?; they used careful bioinformatics analyses to demonstrate that the original claim of multiple HIV insertions into the SARS-CoV-2 is not HIV-1 specific but random ;eles usaram análises bioinformáticas cuidadosas para demonstrar que a reivindicação original de múltiplas inserções de HIV na SARS-CoV-2 não é específica para o HIV-1, mas aleatória
3613;What happened to the report with initial claims?;O que aconteceu com o relatório com reivindicações iniciais?; Because of the many concerns raised by the international community, the authors who made the initial claim have already withdrawn this report.;Devido às muitas preocupações levantadas pela comunidade internacional, os autores que fizeram a reivindicação inicial já retiraram este relatório.
3614;What is the difference between evolution and synthetic constructs?;Qual é a diferença entre evolução e construções sintéticas?;Evolution is stepwise and accrues mutations gradually over time, whereas synthetic constructs would typically use a known backbone and introduce logical or targeted changes instead of the randomly occurring mutations that are present in naturally isolated viruses such as bat CoV RaTG13.;A evolução é gradual e acumula mutações gradualmente ao longo do tempo, enquanto construções sintéticas normalmente usam um backbone conhecido e introduzem mudanças lógicas ou direcionadas, em vez das mutações que ocorrem aleatoriamente, presentes em vírus naturalmente isolados, como o CoV RaTG13 de morcego.
3615;What is the conclusion of this report?;Qual é a conclusão deste relatório?; there is currently no credible evidence to support the claim that SARS-CoV-2 originated from a laboratory-engineered CoV. It is more likely that SARS-CoV-2 is a recombinant CoV generated in nature between a bat CoV and another coronavirus in an intermediate animal host. ;Atualmente, não há evidências credíveis para sustentar a alegação de que o SARS-CoV-2 se originou de um CoV desenvolvido em laboratório. É mais provável que o SARS-CoV-2 seja um CoV recombinante gerado na natureza entre um CoV de morcego e outro coronavírus em um hospedeiro animal intermediário.
3616;What is the conclusion of this report?;Qual é a conclusão deste relatório?;More studies are needed to explore this possibility and resolve the natural origin of SARS-CoV-2. We should emphasize that, although SARS-CoV-2 shows no evidence of laboratory origin, viruses with such great public health threats must be handled properly in the laboratory and also properly regulated by the scientific community and governments.;Mais estudos são necessários para explorar essa possibilidade e resolver a origem natural da SARS-CoV-2. Devemos enfatizar que, embora o SARS-CoV-2 não mostre evidências de origem laboratorial, os vírus com grandes ameaças à saúde pública devem ser tratados adequadamente no laboratório e também devidamente regulamentados pela comunidade científica e pelos governos.
4574;what is the clinical manifestation similar to?;qual é a manifestação clínica semelhante?;to that of the severe acute respiratory syndrome (SARS) caused by SARS-CoV. ;ao da síndrome respiratória aguda grave (SARS) causada pelo SARS-CoV.
5173;What was the purpose of the research?;Qual foi o objetivo da pesquisa?;to evaluate the effectiveness of zinc supplementation on diarrhea and average daily weight gain (ADG) in pre-weaned dairy calves;avaliar a eficácia da suplementação de zinco na diarréia e no ganho médio diário de peso (ADG) em bezerros pré-desmamados
5174;What preventative measure has been taken to decrease the incidence of diarrhea in children?;Que medidas preventivas foram tomadas para diminuir a incidência de diarréia em crianças?;Zinc supplementation;Suplementação de zinco
4442;What  led to a great increase in their study among virologists worldwide?;O que levou a um grande aumento no estudo entre virologistas em todo o mundo?;an outbreak in 1993–94 in the southwestern United States;um surto em 1993-94 no sudoeste dos Estados Unidos
4443;How many hantaviral genotypes have been described;Quantos genótipos hantavirais foram descritos;Well over 40;Bem acima de 40
4444;How many of them are pathogenic for humans?;Quantos deles são patogênicos para os seres humanos?;nearly half of them;quase metade deles
4445;What do Hantaviruses cause in their reservoir hosts?;O que os Hantavírus causam em seus hospedeiros reservatórios?;persistent infections;infecções persistentes
4446;What does hantavirus human disease  manifest as?;Como se manifesta a doença humana por hantavírus?; a cardiopulmonary compromise, hantavirus cardiopulmonary syndrome (HCPS);comprometimento cardiopulmonar, síndrome cardiopulmonar por hantavírus (HCPS)
4448;What is the  case-fatality ratios, for the most common viral serotypes? ;Quais são as taxas de letalidade, para os sorotipos virais mais comuns?;between 30% and 40%;entre 30% e 40%
4449; What are among the factors that may have increased the human caseload of HCPS between 1993 and the present?;Quais são os fatores que podem ter aumentado o número de casos humanos de HCPS entre 1993 e o presente?; Habitat disturbance and larger-scale ecological disturbances, perhaps including climate change,;Perturbação do habitat e perturbações ecológicas em larga escala, talvez incluindo alterações climáticas,
4450;What do authors consider  in this study?;O que os autores consideram neste estudo?; the features that influence the structure of host population dynamics that may lead to viral outbreaks;as características que influenciam a estrutura da dinâmica da população hospedeira que podem levar a surtos virais
4451;What do authors consider  in this study?;O que os autores consideram neste estudo?;the macromolecular determinants of hantaviruses that have been regarded as having potential contribution to pathogenicity.;os determinantes macromoleculares dos hantavírus que foram considerados como tendo potencial contribuição para a patogenicidade.
4452;Which diseases are a major concern among scientists studying infectious diseases?;Quais doenças são uma grande preocupação entre os cientistas que estudam doenças infecciosas?; emerging zoonotic diseases;doenças zoonóticas emergentes
4453;What may alter population disease dynamics and lead to the emergence of zoonotic infections? ;O que pode alterar a dinâmica das doenças da população e levar ao surgimento de infecções zoonóticas?;Changes in biotic and abiotic conditions;Mudanças nas condições bióticas e abióticas
4454;Which are among the conspicuous examples which challenge prevention and control measures of public health systems?;Quais são alguns dos exemplos conspícuos que desafiam as medidas de prevenção e controle dos sistemas públicos de saúde?; influenza A, Ebola virus, hepatitis C virus, severe adult respiratory distress (SARS), coronavirus, and human immunodeficiency virus;influenza A, vírus Ebola, vírus da hepatite C, dificuldade respiratória grave do adulto (SARS), coronavírus e vírus da imunodeficiência humana
4456;More recently,  what did outbreaks of several viral-related diseases that  have emerged or re-emerged, involve?;Mais recentemente, o que envolveram os surtos de várias doenças relacionadas a vírus que surgiram ou ressurgiram?;hantaviruses, and the expansion of the geographic range of West Nile virus.;hantavírus e a expansão da área geográfica do vírus do Nilo Ocidental.
4455;What did, In the last century,  outbreaks of viral-related diseases that have emerged or re-emerged, involve?;O que, no último século, surtos de doenças relacionadas a vírus que surgiram ou ressurgiram, envolveram?;arenaviruses and dengue viruses;arenavírus e vírus da dengue
4457;Among zoonotic diseases, what are hosts of several pathogenic RNA viruses?;Entre as doenças zoonóticas, quais são os hospedeiros de vários vírus de RNA patogênico?;small mammals;pequenos mamíferos
4458;Which pathogenic RNA viruses are hosted by small mammals?;Quais vírus de RNA patogênico são hospedados por pequenos mamíferos?; Arenaviridae and Bunyaviridae: Hantavirus ;Arenaviridae e Bunyaviridae: Hantavirus
