covid.help.8.behavior.8.;oito;Não. Você não deve ir à academia, nem se houver em seu condomínio, pois é indispensável que evitemos ao máximo o contato com outras pessoas e com superfícies contaminadas. Mesmo mantendo distância mínima de 2 metros entre as pessoas ou que não haja outras pessoas no local quando você estiver se exercitando, secreções como suor, tosse e saliva podem cair sobre os equipamentos e te contaminar.
covid.help.8.behavior.9.;nove;Não. Enquanto durar esta situação de emergência, todas as pessoas, incluindo aquelas que estejam saudáveis, devem permanecer em suas casas e sair apenas em situações inevitáveis, como comprar alimentos ou medicamentos. Qualquer caminhada na rua deve ser evitada para diminuir o contato social e a propagação da doença.
covid.help.9.mask;9;"O que você quer saber? Digite ou fale o número ao lado da pergunta.

1. Devo usar máscara ao sair na rua? 
2. Qual máscara devo usar para me proteger contra o coronavírus?
3. Posso usar a mesma máscara cirúrgica por quanto tempo?
4. Posso lavar e reutilizar uma máscara cirúrgica?
5. Como devo colocar e retirar a máscara cirúrgica?
6. Voltar às opções anteriores"
covid.help.9.mask.1.;um;Sim. Embora ainda não haja evidências científicas robustas sobre a eficácia das máscaras caseiras na prevenção da doença, o Ministério da Saúde recomenda que toda a população utilize máscaras de fabricação caseira ao sair na rua. Como não há segurança se ela é capaz de proteger as pessoas da contaminação, ela não substitui as medidas de higienização das mãos e o distanciamento social. Lembre-se de que você deve evitar ao máximo sair de casa. Quando for inevitável sair, como para fazer compras de alimentos ou medicamentos, o ideal é que seja um morador da casa que não pertença aos grupos de risco. As máscaras comerciais devem ser reservadas para uso para pacientes com sintomas respiratórios e pelos profissionais de saúde.
covid.help.9.mask.2.;dois;Pessoas que estejam com sintomas respiratórios, se precisarem sair de casa, devem utilizar a máscara cirúrgica padrão. As máscaras  N95 e PFF2 deverão ser reservadas para o uso dos profissionais de saúde em atendimento a pessoas com sintomas respiratórios. A máscara de tecido é recomendada pelo Ministério da Saúde para pessoas sem sintomas, ao saírem de casa. Como não há segurança se ela é capaz de proteger as pessoas da contaminação, ela não substitui as medidas de higienização das mãos e o distanciamento social.
covid.help.9.mask.3.;três;Geralmente a máscara cirúrgica não deve ser utilizada por mais de 2 horas, pois após este período ela fica úmida e perde a sua eficácia. Ao trocar a máscara cirúrgica, o paciente não deve tocar na parte da frente, que cobre o rosto, mas fazer a sua retirada a partir das alças laterais. A máscara deve ser descartada no lixo, não pode ser lavada e reutilizada. Depois de descartá-la no lixo, deve fazer a higienização adequada das mãos com água e sabão ou álcool em gel.
covid.help.9.mask.4.;quatro;Não. A máscara cirúrgica nunca deverá ser lavada ou reaproveitada.
covid.help.9.mask.5.;cinco;Antes de colocar a máscara, higienize as mãos com água e sabão ou álcool em gel. Após a colocação da máscara, evite tocar na parte da frente, que cobre o rosto. A mesma máscara pode ser utilizada pelo período máximo de 2 horas e sempre retire pelas alças laterais. A máscara não poderá ser reutilizada em hipótese alguma e deverá ser descartada em lixeira fechada. Após o descarte da máscara, higienize as mãos com água e sabão ou álcool em gel.
covid.help.9.mask.6.previous;seis;[]
covid.more_info;quero saber mais informações;"Ótimo. O que você quer saber sobre o coronavírus? Caso não saiba ao certo, escreva ou fale ""ajuda"" para que possa listar as perguntas mais frequentes."
covid.multiple_groups - no;não sinto nenhum deles;Certo #personal_info_context.name. Você não tem sintomas de gripe e não está em nenhum grupo de risco.
covid.multiple_groups - yes;tenho;"Você tem algum problema de coração, como angina, infarto, insuficiência cardíaca; 
problema de pulmão, como asma, bronquite, enfisema, fibrose cística;  
problema de rim;
está fazendo diálise;
fez transplante;
está fazendo tratamento de  câncer;
usa corticoide (como prednisona) ou algum remédio que afeta a imunidade); 
tem Lupus, artrite reumatoide ou outra doença reumática;
tem Síndrome de Down;
HIV; 
Diabetes;
Você está grávida?
Você teve filho recentemente (há menos de 4 meses)?
Você tem criança menor de 1 ano?"
covid.multiple_groups2 - no;discordo;Certo #personal_info_context.name. Você não tem sintomas de gripe e não está em nenhum grupo de risco.
covid.multiple_groups2 - yes;tenho;Certo #personal_info_context.name. Você precisa procurar um médico ou ligar 136.
covid.question.behavior.1.visits;quero visitar meus pais , posso?;Não. Enquanto durar esta situação de emergência, todas as pessoas, incluindo aquelas que estejam saudáveis, devem permanecer em suas casas e sair apenas em situações inevitáveis, como comprar alimentos ou medicamentos. Não visitar os parentes neste momento é uma medida importante de proteção para eles e para você.
covid.question.behavior.10.church;posso ir no culto?;Não. Enquanto durar esta situação de emergência, todas as pessoas, incluindo aquelas que estejam saudáveis, devem permanecer em suas casas e sair apenas em situações inevitáveis, como comprar alimentos ou medicamentos. Qualquer tipo de encontro neste momento, mesmo que religioso, deve ser evitado para diminuir o contato social e a propagação da doença.
covid.question.behavior.11.pool;quero usar a piscina da minha casa , eu posso?;Se for a piscina do condomínio ou de algum clube ou academia, você não deve utilizar, mesmo que não haja outras pessoas utilizando no momento, pois é indispensável que evitemos ao máximo o contato com outros indivíduos e o contato com superfícies potencialmente contaminadas. Se for a piscina da sua casa, utilizada apenas pelas pessoas que moram na mesma residência que você, poderá utilizar, desde que não esteja com sintomas respiratórios.
covid.question.behavior.2.elevator;Posso utilizar o elevador do prédio?;Se a saída de casa for inevitável, como por exemplo, para fazer compras de alimentos ou medicações, o ideal é que apenas uma pessoa da sua família saia e preferencialmente seja alguém que não pertença aos grupos de risco. Prefira andar de elevador sozinho ou com pessoas da sua família. Procure não tocar nas paredes do elevador e proteja seu dedo com um lenço descartável ou utilize álcool em gel após tocar em qualquer superfície.
covid.question.behavior.3.ATM;Posso utilizar o caixa eletrônico ?;Se a saída de casa for inevitável, como por exemplo, para fazer compras de alimentos ou medicações, o ideal é que apenas uma pessoa da sua família saia e preferencialmente seja alguém que não pertença aos grupos de risco. Nos caixas eletrônicos, proteja seu dedo com um lenço descartável ou utilize álcool em gel após tocar qualquer superfície. Higienize o cartão com álcool em gel antes de guardá-lo.
covid.question.behavior.4.cellphones;O celular pode transmitir o coronavírus?;Sim, o celular é um meio importante de infecção pelo coronavírus e você deve higienizá-lo com frequência. Não se esqueça de remover a capinha de proteção para a higienização completa do aparelho. A capinha também deverá ser higienizada. Se o fabricante permitir, use álcool em gel ou água sanitária diluída em água (diluir 40 mL de água sanitária em 1 litro de água). O aparelho não pode estar carregando na tomada para fazer a higienização.
covid.question.behavior.5.taxis;posso utilizar uber?;Lembre-se que a saída de casa deve ser feita apenas em situações inevitáveis. Nestes casos, se for possível, escolha o transporte individual, carro próprio, em carros de aplicativos ou táxis, pois minimiza seu contato com outras pessoas e a chance de infecção pelo coronavírus. Dentro do carro, solicite ao motorista que deixe as janelas abertas. Não toque no rosto, higienize as mãos após sair do carro e coloque as roupas para lavar ao chegar em casa.
covid.question.behavior.6.home_arrival;quando chegar em casa, o que devo fazer?;"É muito importante que se crie uma rotina ao retornar da rua:
Tire os calçados antes de entrar em casa (escolha, se possível, apenas um par de sapatos para ser utilizado quando tiver que sair de casa);
Se possível, lave as mãos com água e sabão, por 20 segundos, na área externa da casa;
Se não puder lavar as mãos antes de entrar, evite tocar nas coisas antes de lavar as mãos;
Não toque crianças, cônjuges ou outras pessoas antes de tirar a roupa e lavar as mãos;
Se possível, tome banho assim que chegar e coloque suas roupas para lavar;
Desinfete celular, chaves e cartões bancários com álcool a 70%;
Mochilas e bolsas de uso diário devem ficar em uma caixa, na área externa da casa ou próximo da porta."
covid.question.behavior.7.public_transport;Como devo utilizar o transporte público?;É importante que as janelas do transporte público estejam todas abertas, se possível. Evite tocar olhos, boca, nariz ou qualquer outra região do rosto até que desça do transporte e faça a higiene das mãos, com álcool em gel ou água e sabão.  Evite utilizar o transporte público se houver aglomeração. Sente a uma distância de 2 metros das outras pessoas.
covid.question.behavior.8.gym;Posso ir para a academia ?;Não. Você não deve ir à academia, nem se houver em seu condomínio, pois é indispensável que evitemos ao máximo o contato com outras pessoas e com superfícies contaminadas. Mesmo mantendo distância mínima de 2 metros entre as pessoas ou que não haja outras pessoas no local quando você estiver se exercitando, secreções como suor, tosse e saliva podem cair sobre os equipamentos e te contaminar.
covid.question.behavior.9.jogging;Posso praticar corrida na rua?;Não. Enquanto durar esta situação de emergência, todas as pessoas, incluindo aquelas que estejam saudáveis, devem permanecer em suas casas e sair apenas em situações inevitáveis, como comprar alimentos ou medicamentos. Qualquer caminhada na rua deve ser evitada para diminuir o contato social e a propagação da doença.
covid.question.general.1.coronavirus;quero saber mais sobre o coronavírus;Os coronavírus representam uma família de vírus causadores de doenças em seres humanos. As infecções por coronavírus são transmitidas entre animais e de animais para os seres humanos.
covid.question.general.2.name_coronavirus;me explique o nome coronavírus;O nome “coronavírus” se deve ao fato da forma do vírus se assemelhar a uma coroa que, em latim, chama-se corona.
covid.question.general.3.sars_cov_2;O que é a SARS-CoV- 2 ?;SARS-CoV-2 é o nome dado ao coronavírus causador da pandemia atual.
covid.question.general.4.covid19;o que é covid- 19 ?;COVID-19 é o nome dado à doença pandêmica atual causada pelo novo coronavírus, que é chamado de SARS-CoV-2.
covid.question.general.5.pandemic;o que é uma pandemia?;Pandemia é o termo usado para descrever uma situação em que uma doença infecciosa ameaça muitas pessoas ao redor do mundo simultaneamente. Declarar uma pandemia significa dizer que os esforços para conter a expansão mundial do vírus falharam e que a disseminação está fora de controle. Novos vírus são mais prováveis de causarem pandemias porque não temos defesas naturais, medicamentos ou vacinas para nos proteger.
covid.question.housecare.1.infected_person;como devo proceder se tiver alguém com  corona em casa?;"A pessoa com sintomas respiratórios deverá ter os seguintes cuidados durante 14 dias, a partir do primeiro dia de sintomas:

Sempre que possível, ficar isolada em um quarto próprio, sem acompanhante, mantendo janelas abertas; 
Se for possível, usar um banheiro diferente das outras pessoas da residência; 
Não compartilhar toalhas, talheres, pratos ou qualquer outro objeto com outra pessoa;
Evitar utilizar áreas comuns da casa. 
Quando sair do quarto, usar máscara cirúrgica e higienizar as mãos antes de tocar em qualquer objeto.
Manter distância mínima de 2 metros de outras pessoas."
covid.question.housecare.2.cleanness;como  limpar a casa quando tiver alguém com coronavírus em casa?;"Deve-se ter cuidado para evitar transmissão para outros moradores. Devem ser realizadas 2 limpezas: uma específica para o cômodo onde o paciente está isolado e outra para o restante da casa. O ideal é que o próprio doente limpe o cômodo onde está isolado. Se isso não for possível, a pessoa responsável pelo cuidado do doente deverá usar, se possível, máscara cirúrgica, luvas, óculos e avental. Antes de colocar as luvas, lavar as mãos com água e sabão. A limpeza das superfícies que acumulam sujeira mais ""grossa"", como o pó que vemos a olho nu, deverá ser feita primeiramente com água e sabão e, em seguida, solução de água sanitária  (diluir 40mL de água sanitária em 1 litro de água) ou álcool 70%. Se houver apenas um banheiro na casa, o doente deve lavar as mãos antes de tocar qualquer coisa e ele deve ser limpo após cada uso. Tomar cuidado com a torneira da pia, de preferência, fechar com um papel após lavar as mãos, ou limpar a torneira após tocar com a mão. Panos, esponjas e outros utensílios deverão ser lavados com água e sabão."
covid.question.housecare.3.cooking;Um infectado com coronavírus pode cozinhar em casa?;Sempre que possível, ela não deve fazer isso. Ao preparar alimentos, ela irá encostar e contaminar vários objetos na cozinha, aumentando a chance de transmissão para os outros moradores da casa. A pessoa doente deve se alimentar preferencialmente no quarto em que está isolada, pois vai precisar tirar a máscara para comer, e não deve compartilhar pratos e talheres com os outros moradores da casa.
covid.question.housecare.4.garbage;O que fazer com  o lixo gerado por uma pessoa com coronavírus?;A pessoa com sintomas de infecção respiratória deve ter um lixo no cômodo em que está isolada, para descartar resíduos. O lixo deve ser isolado em um saco plástico e lacrado após o uso. A pessoa que for coletá-lo para descarte, se possível, deve usar luvas. As mãos deverão ser higienizadas com água e sabão ou álcool em gel logo em seguida.
covid.question.housecare.5.laundry;Como devemos lavar a roupa de uma pessoa com coronavírus?;As peças de roupa de pessoas com sintomas gripais deverão ser colocadas em um cesto exclusivo, que deve ser pego, idealmente com luvas, por outra pessoa e despejado na máquina de lavar. Após colocar as roupas na máquina, as mãos devem higienizadas com água e sabão ou álcool em gel. Proceder à lavagem normalmente, sem necessidade de água sanitária.
covid.question.hygiene.1.hands_washing;Como lavar as mãos?;O primeiro passo é retirar todos os adornos, incluindo anéis, aliança, pulseiras e relógio. A lavagem das mãos deve ser feita com água e sabão por um período mínimo de 20 segundos. Toda a superfície da mão, incluindo a palma, o dorso, a região entre os dedos, as unhas e os punhos, deve ser higienizada. Se não for possível fazer a lavagem das mãos, pode-se usar álcool em gel a 70%, desde que não haja sujeira visível.
covid.question.hygiene.2.soap;Posso lavar as mãos com sabão em barra ?;Sim, você pode fazer a lavagem das mãos com sabão em barra.
covid.question.hygiene.3.alcohol;Posso utilizar álcool em gel ao invés de lavar as mãos?;Sim, você pode fazer a higienização das mãos com álcool em gel a 70%, que tem capacidade de eliminar o vírus, desde que não haja sujeira visível. Lembre-se que o álcool deve ser aplicado em toda a superfície da mão, incluindo a palma, o dorso, a região entre os dedos e os punhos.
covid.question.hygiene.4.alcohol_type;Álcool comum substitui o álcool em gel?;Não. Para que o álcool, tanto líquido quanto em gel, tenha a capacidade de eliminar o vírus, ele deverá ter uma concentração de 70%. Acima de 70% evapora muito rápido, não dá tempo de inativar o vírus. Abaixo de 70% contém mais água e é ineficaz para assepsia. Álcool de bebidas e posto de gasolina Não devem ser usados.
covid.question.hygiene.5.alcohol_brewing;Posso produzir meu próprio álcool em gel?;Não. Não se recomenda a confecção caseira de álcool em gel, já que o procedimento envolve riscos de queimaduras graves e porque não se pode garantir que o produto tenha uma concentração de 70%, o que é indispensável para a eliminação do vírus.
covid.question.hygiene.6.sanitary_water;Posso limpar a casa com  água sanitária?;Sim. Pode-se utilizar uma solução de água sanitária.  Para preparar a solução, você pode diluir 200 mL de água sanitária comercial em 5 litros de água (ou  40mL de água sanitária em 1 litro de água). Atenção: esta solução poderá ser utilizada apenas para desinfecção das superfícies (como objetos, paredes, pisos e vidros), nunca deve ser usada no corpo.
covid.question.mask.1.mask_street;quando for pra fora, tenho que usar máscara?;Sim. Embora ainda não haja evidências científicas robustas sobre a eficácia das máscaras caseiras na prevenção da doença, o Ministério da Saúde recomenda que toda a população utilize máscaras de fabricação caseira ao sair na rua. Como não há segurança se ela é capaz de proteger as pessoas da contaminação, ela não substitui as medidas de higienização das mãos e o distanciamento social. Lembre-se de que você deve evitar ao máximo sair de casa. Quando for inevitável sair, como para fazer compras de alimentos ou medicamentos, o ideal é que seja um morador da casa que não pertença aos grupos de risco. As máscaras comerciais devem ser reservadas para uso para pacientes com sintomas respiratórios e pelos profissionais de saúde.
covid.question.mask.2.mask_type;que tipo de máscara é adequada contra o coronavírus?;Pessoas que estejam com sintomas respiratórios, se precisarem sair de casa, devem utilizar a máscara cirúrgica padrão. As máscaras  N95 e PFF2 deverão ser reservadas para o uso dos profissionais de saúde em atendimento a pessoas com sintomas respiratórios. A máscara de tecido é recomendada pelo Ministério da Saúde para pessoas sem sintomas, ao saírem de casa. Como não há segurança se ela é capaz de proteger as pessoas da contaminação, ela não substitui as medidas de higienização das mãos e o distanciamento social.
covid.question.mask.3.how_long;quanto tempo posso usar a máscara cirúrgica?;Geralmente a máscara cirúrgica não deve ser utilizada por mais de 2 horas, pois após este período ela fica úmida e perde a sua eficácia. Ao trocar a máscara cirúrgica, o paciente não deve tocar na parte da frente, que cobre o rosto, mas fazer a sua retirada a partir das alças laterais. A máscara deve ser descartada no lixo, não pode ser lavada e reutilizada. Depois de descartá-la no lixo, deve fazer a higienização adequada das mãos com água e sabão ou álcool em gel.
covid.question.mask.4.reuse;Posso reutilizar uma máscara cirúrgica?;Não. A máscara cirúrgica nunca deverá ser lavada ou reaproveitada.
covid.question.mask.5.wear;como vestir a máscara?;Antes de colocar a máscara, higienize as mãos com água e sabão ou álcool em gel. Após a colocação da máscara, evite tocar na parte da frente, que cobre o rosto. A mesma máscara pode ser utilizada pelo período máximo de 2 horas e sempre retire pelas alças laterais. A máscara não poderá ser reutilizada em hipótese alguma e deverá ser descartada em lixeira fechada. Após o descarte da máscara, higienize as mãos com água e sabão ou álcool em gel.
covid.question.orientation.1.leave_home;posso sair de casa gripado?;Idealmente o paciente com sintomas respiratórios só deve sair de casa  se precisar ir ao médico, usando uma máscara cirúrgica. Em qualquer outra situação, uma pessoa que more com você e que não pertença aos grupos de risco, deve fazer as atividades que envolvam sair de casa, como compra de alimentos e remédios.
covid.question.orientation.2.health_assistance;eu estou gripado, devo buscar o posto de saúde ?;A maior parte das pessoas com sintomas respiratórios NÃO deve procurar os serviços de saúde, pois correm o risco de se contaminar, caso seus sintomas não estejam sendo causados pelo coronavírus. A maioria das pessoas tem a doença leve, que pode ser tratada em casa com repouso, hidratação e, se necessário, remédio para dor ou febre (dipirona ou paracetamol).  É importante tomar cuidado para não contaminar as outras pessoas que moram na mesma residência (usar máscara nas áreas comuns, evitar contato íntimo, lavar as mãos, espirrar ou tossir no lenço de papel e jogá-lo no lixo). Se você não pertence ao grupo de risco, deve procurar assistência médica apenas se houver sintomas de gravidade, como dificuldade para respirar, respiração ofegante, sensação de desmaio ou febre por mais de 3 dias ou que desaparece por dois dias e volta a aparecer.
covid.question.orientation.3.risk_group;eu sou grupo de risco do corona ?;Os principais grupos de risco para a doença causada pelo coronavírus são os idosos (idade acima de 60 anos), pacientes que apresentem hipertensão arterial, doenças cardiovasculares (como insuficiência cardíaca, infarto prévio), diabetes, doenças pulmonares, insuficiência renal crônica, câncer, pacientes transplantados, que fazem uso de medicações imunossupressoras (como azatioprina, ciclofosfamida, metotrexato) ou com cromossomopatias, como Síndrome de Down, além de gestantes.
covid.question.orientation.4.selfcare;como me tratar com coronavírus?;A maior parte das pessoas com coronavírus apresenta quadros leves e o tratamento consiste em repouso, uso de medicações para baixar a febre (dipirona ou paracetamol), hidratação e alimentação adequada. Não existem, até o momento, medicações para tratar o coronavírus. Por isso, é mais seguro para você e para a sua família que você permaneça em casa, a não ser que esteja apresentando algum sinal de gravidade.
covid.question.orientation.5.gravity;como saber se estou em estado grave?;Se você apresentar falta de ar (parado ou ao fazer alguma movimentação como andar, tomar banho ou arrumar a casa), se tiver sensação de desmaio ou se a sua febre persistir por mais de 03 dias ou desaparecer e retornar após 02 dias, deverá procurar imediatamente um serviço de saúde para avaliação médica.
covid.question.pets.1.infection;meu cachorro pode transmitir o corona ?;De acordo com a Organização Mundial da Saúde (OMS), até o momento não há evidências científicas que comprovem que animais de estimação possam adoecer pelo novo coronavírus ou que funcionem como reservatório do vírus. O assunto continua sendo estudado. É fundamental manter hábitos de higiene, lavando as mãos antes e depois do contato com os animais ou seus pertences. Evitar sair de casa. As patas e o corpo do animal podem se contaminar com partículas virais, sendo necessário lavar com água e sabão ao retornar ao domicílio.
covid.question.pets.2.hugs;Posso beijar e abraçar meu pet ?;Assim como os humanos, cães e gatos carregam bactérias em suas bocas que podem causar doenças. Além disso, você também pode colocar a saúde do seu animal em risco. É claro que você pode e deve continuar a dar carinho a seu animal, mas lembre-se sempre de lavar as mãos antes e depois de acariciá-lo, abraçá-lo, alimentá-lo ou levá-lo para passear.
covid.question.pets.3.care;O que faço com meus pets se estiver com coronavírus?;"O Centro de Controle de Doenças (CDC) recomenda:
Restrinja o contato com animais de estimação e com outras pessoas;
Se possível, peça que outra pessoa cuide de seu animal enquanto você estiver doente;
Evite o contato mais próximo com seu animal, incluindo abraços, beijos, carinhos e lambidas;
Não compartilhe alimentos com seus animais;
Se o contato for necessário, lave as mãos com água e sabão antes e após o contato;
Use máscara facial."
covid.question.pets.4.vaccine;devo vacinar meu pet contra o covid?;Vacinas caninas contra coronavírus protegem o animal contra o vírus CCoV, que causa infecção no sistema digestivo desses animais. Não tem eficácia contra o novo coronavírus, mas é importante que você mantenha a vacinação dos seus animais de estimação em dia para protegê-los de outras doenças.
covid.question.pets.5.mask;meu pet tem de usar máscara?;Não. Não há evidências de que cães ou gatos possam transmitir o novo coronavírus às pessoas ou adoecer devido a esse vírus. Colocar máscaras nestes animais pode causar problemas como estresse, dificuldade respiratória, aumento extremo de temperatura e desmaios.
covid.question.pets.6.kill;devo sacrificar meu pet ?;Nunca! Até o momento, não há evidências de que cães ou gatos possam adoecer pelo novo coronavírus ou transmitir a doença para os seres humanos. O abandono não deve ser uma opção.
covid.question.pets.7.dog_walker;que cuidados devo tomar ao passear com cães e animais de estimação em geral?;Siga as recomendações do Conselho Veterinário de seu estado e/ou da prefeitura da sua cidade. Uma alternativa é substituir os passeios com os cães por cuidados dentro de casa, brincando e oferecendo atividades para que eles se exercitem. A lavagem adequada das mãos antes e depois da interação com os animais é essencial.
covid.question.pets.8.help;como ajudar os animais de rua sem ser exposto?;Se puder ajudar a alimentar os animais que necessitam dessa ajuda, faça isso com precaução para proteger sua saúde. Se tiver sintomas respiratórios, não saia de casa e peça a outras pessoas para continuarem este trabalho de forma segura.
covid.question.pregnancy.1.effects;o que o coronavírus pode causar numa  mulher grávida?;As gestantes com COVID-19 podem ter quadros graves da doença na mesma proporção da população jovem.  Aquelas que já tinham alguma doença como diabetes, problema no coração ou pulmão, pressão alta, têm mais risco e precisam de mais cuidados.
covid.question.pregnancy.2.baby_health;como fica a saúde do meu bêbe ?;Em relação à transmissão do vírus ao bebê, parece ser possível de acontecer, mas ainda não se sabe com qual frequência e como isso afeta o bebê.
covid.question.pregnancy.3.breast_feeding;posso amamentar um bebê mesmo com  corona ?;A amamentação poderá ser continuada. Sugere-se algumas precauções para reduzir os riscos de contaminação do bebê, como lavar bem as mãos antes e depois de cada mamada, usar máscara que cubra a boca e o nariz durante a amamentação.
covid.question.pregnancy.4.baby_test;o bebê precisa de teste caso a grávida tenha sintomas de coronavírus?;Se o seu bebê estiver bem, isso não será necessário. Você deve observá-lo e tomar os cuidados para evitar que ele seja contaminado, tais como lavar bem as mãos antes e depois de qualquer cuidado com o seu filho, usar máscara que cubra a boca e o nariz quando amamentar, manter o berço a uma distância idealmente a 2 metros da sua cama.
covid.question.pregnancy.5.babycare;o que faço para proteger meu bebê do coronavírus?;Os cuidados são: evitar visitas nesse período de pandemia, lavar bem as mãos antes e depois de quaisquer cuidados com o seu filho. Você e todas as pessoas que moram na mesma casa devem se cuidar para evitar se contaminar pelo coronavírus.
covid.question.pregnancy.6.normal_birth;como funciona o parto normal durante a pandemia de coronavírus?;O tipo de parto não se altera. O parto vaginal é seguro e a cesariana tem as suas indicações, como antes.
covid.question.pregnancy.7.flu;posso fazer o pré- natal mesmo com sintomas de gripe?;Se você estiver com sintomas de gripe, o melhor é ficar em casa, mas não deixe de continuar o pré-natal. Entre em contato com o posto de saúde para reagendarem a sua consulta de pré-natal para após o período de isolamento (14 dias após início dos sintomas).
covid.question.pregnancy.8.prebirth;posso fazer a consulta do pré- natal mesmo com  um  parente infectado?;Se alguém em sua casa estiver em isolamento domiciliar, entre em contato com a unidade básica de saúde para reagendarem a sua consulta, se possível para após o período de isolamento (14 dias após início dos sintomas ou contato com quem está com sintomas).
covid.question.pregnancy.9.start_prebirth;Posso começar meu pré- natal neste estado de pandemia?;Sim. Agende imediatamente sua consulta de pré-natal na unidade básica de saúde, se não estiver com sintomas de gripe ou em contato com pessoa suspeita ou isolada. A frequência das consultas e exames de pré-natal podem sofrer algumas mudanças.
covid.question.risk_group;quais os grupos de risco da covid19?;"Você está no grupo de risco se tem:
mais de 60 anos;
pressão alta;
algum problema de coração como angina, infarto, insuficiência cardíaca;
diabetes;
problema de pulmão como asma, bronquite, enfisema, fibrose cística;  
problema de rim;
está fazendo tratamento de  câncer;
fez transplante ;
usa algum remédio que afeta a imunidade;
tem Síndrome de Down;
HIV; 
ou está gravida."
covid.question.symptoms.1.signs;Quais são os principais sinais e sintomas da doença causada pelo coronavírus?;As manifestações frequentes são febre, tosse seca ou com pouca secreção e sensação de falta de ar. Algumas pessoas podem apresentar nariz entupido ou escorrendo, dor de garganta, de cabeça ou no corpo, alteração na capacidade de sentir cheiro ou gosto dos alimentos, enquanto outras podem apresentar enjoo, vômitos e diarreia. Os casos mais graves podem evoluir com intensa falta de ar e sensação de desmaio.
covid.question.symptoms.2.how_serious;o corona  é grave;Em estudos com pacientes chineses, a doença foi leve em 81% dos casos, grave em 14% deles e gravíssima em 5%. De maneira geral, cerca de 15% dos pacientes com a doença precisam de internação hospitalar e 5 a 7% precisam de tratamento na UTI.
covid.question.symptoms.3.mortality_rate;quantas pessoas morrem de covid- 19 ?;Em estudos com pacientes chineses, a taxa de mortalidade da doença foi de 2,3%. Entretanto, em outros países esta taxa pode variar para menos ou para mais. É o caso da Coréia do Sul, que registrou uma taxa de letalidade de 0,7% e da Itália que, pelo contrário, tem registrado taxas mais elevadas, em torno de 10%. Até o momento, dados brasileiros estimam 6,7% de letalidade.
covid.question.symptoms.4.concern;precisa de toda essa preocupação;A taxa de mortalidade da doença tem variado de país para país (0,7 a 10%). Isso pode ter relação com as estratégias que cada um tem usado para combater o vírus e com os sistemas de saúde locais. Trata-se de um vírus altamente contagioso, que pode contaminar a maior parte da população de um país se as orientações não forem acatadas. Como cerca de 15% dos doentes precisam de internação hospitalar, a infecção maciça da população pode gerar um colapso do sistema de saúde, que pode não dispor do número suficiente de leitos para a internação das pessoas doentes. Esta situação pode aumentar muito a taxa de mortalidade da doença.
covid.question.symptoms.5.risk_group;grupos de risco?;Os principais grupos de risco para a doença causada pelo coronavírus são os idosos (idade acima de 60 anos), pacientes que apresentem hipertensão arterial, doenças cardiovasculares (como insuficiência cardíaca, infarto prévio), diabetes, doenças pulmonares, insuficiência renal crônica, câncer, pacientes transplantados, que fazem uso de medicações imunossupressoras (como azatioprina, ciclofosfamida, metotrexato) ou com cromossomopatias, como Síndrome de Down, além de gestantes.
covid.question.transmission.1.how;como o vírus é transmitido?;A transmissão acontece a partir de gotículas respiratórias eliminadas pela pessoa doente durante a fala, a tosse e os espirros. As gotículas atingem cerca de 1 metro, mas em espirros e tosse podem alcançar distâncias maiores, até de alguns metros. A transmissão a partir das mãos que tocam superfícies contaminadas pelo indivíduo doente parece ser a principal fonte de disseminação, por isso é importante higienizar as mãos após tocar superfícies e evitar tocar no rosto.
covid.question.transmission.2.how_long;eu posso transmitir a doença depois de contaminado?;As evidências atuais indicam que ela ocorra principalmente durante o período em que o paciente apresenta sintomas, como febre, tosse, coriza, nariz entupido e dor de garganta, mas podem ser estender até 14 dias do início dos sintomas. Além disso, existem dados científicos que indicam que a transmissão do coronavírus pode ocorrer antes mesmo da pessoa infectada apresentar sintomas, por isso é muito importante manter o distanciamento social!
covid.question.transmission.3.rate;quantas pessoas podem ser contaminadas por um doente?;Sem as medidas de distanciamento social, estima-se que uma única pessoa contaminada levará a  cerca de 406 novos casos de doença ao final de 30 dias, mas se reduzirmos a exposição em 50%, este número será de 15 novos casos. Já se reduzirmos a exposição em 75%, este número será de 2,5 casos.
covid.question.transmission.4.life_time;o coronavírus vive por quanto tempo em casa ?;Estes dados ainda estão em estudo. Um estudo recente publicado em uma revista respeitada (NEJM) mostrou que em média o vírus permanece por até 3 horas no ar, até 24 horas no papelão e 3 dias no plástico e nos metais.
covid.question.treatment;existe tratamento?;Até o presente momento não existe um tratamento. O que têm sido divulgados pela mídia ainda são experimentais e não temos evidências de que eles realmente funcionem. O uso de tais tratamentos pode causar efeitos colaterais ao doente e, por isso, não deve ser encorajado. O tratamento do coronavírus deverá ser feito em seu próprio domicílio, com repouso, uso de medicações para a febre, hidratação e alimentação adequada, a não ser que sinais de gravidade estejam presentes.
covid.question.treatment.1.cure;o coronavírus tem cura?;Até o presente momento não. Os tratamentos que têm sido divulgados pela mídia ainda são experimentais e não temos evidências de que eles realmente funcionem. O uso de tais tratamentos pode causar efeitos colaterais ao doente e, por isso, não deve ser encorajado. O tratamento do coronavírus deverá ser feito em seu próprio domicílio, com repouso, uso de medicações para a febre, hidratação e alimentação adequada, a não ser que sinais de gravidade estejam presentes.
